specification	source_area	class	requirement_id
cairn/specs/explicit-effect-handle-scoping/spec.md	effects	accepted-implementation-unestablished	molten.effects.compound_handler_profiles
cairn/specs/explicit-effect-handle-scoping/spec.md	effects	accepted-implementation-unestablished	molten.effects.dynamic_operation_records
cairn/specs/explicit-effect-handle-scoping/spec.md	effects	accepted-implementation-unestablished	molten.effects.handle_attenuation
cairn/specs/explicit-effect-handle-scoping/spec.md	effects	accepted-implementation-unestablished	molten.effects.handle_cleanup_gc
cairn/specs/explicit-effect-handle-scoping/spec.md	effects	accepted-implementation-unestablished	molten.effects.handle_not_authority
cairn/specs/explicit-effect-handle-scoping/spec.md	effects	accepted-implementation-unestablished	molten.effects.handle_replay_identity
cairn/specs/explicit-effect-handle-scoping/spec.md	effects	accepted-implementation-unestablished	molten.effects.handle_schema
cairn/specs/explicit-effect-handle-scoping/spec.md	effects	accepted-implementation-unestablished	molten.effects.handle_scope_property_tests
cairn/specs/explicit-effect-handle-scoping/spec.md	effects	accepted-implementation-unestablished	molten.effects.handler_binding_schema
cairn/specs/explicit-effect-handle-scoping/spec.md	effects	accepted-implementation-unestablished	molten.effects.hostcall_boundary_integration
cairn/specs/explicit-effect-handle-scoping/spec.md	effects	accepted-implementation-unestablished	molten.effects.introduction_before_use
cairn/specs/explicit-effect-handle-scoping/spec.md	effects	accepted-implementation-unestablished	molten.effects.local_only_default
cairn/specs/explicit-effect-handle-scoping/spec.md	effects	accepted-implementation-unestablished	molten.effects.negative_security_tests
cairn/specs/explicit-effect-handle-scoping/spec.md	effects	accepted-implementation-unestablished	molten.effects.operation_authorization_binding
cairn/specs/explicit-effect-handle-scoping/spec.md	effects	accepted-implementation-unestablished	molten.effects.reference_boundary
cairn/specs/explicit-effect-handle-scoping/spec.md	effects	accepted-implementation-unestablished	molten.effects.remote_proxy_handles
cairn/specs/explicit-effect-handle-scoping/spec.md	effects	accepted-implementation-unestablished	molten.effects.request_handle_ref
cairn/specs/explicit-effect-handle-scoping/spec.md	effects	accepted-implementation-unestablished	molten.effects.same_kind_disambiguation
cairn/specs/explicit-effect-handle-scoping/spec.md	effects	accepted-implementation-unestablished	molten.effects.scope_lifetime_validation
cairn/specs/federated-pull-sync/spec.md	eventual_surface	accepted-implementation-unestablished	molten.eventual_surface.anti_entropy_status
cairn/specs/federated-pull-sync/spec.md	eventual_surface	accepted-implementation-unestablished	molten.eventual_surface.remote_sync_boundary
cairn/specs/federated-pull-sync/spec.md	eventual_surface	accepted-implementation-unestablished	molten.eventual_surface.validation
cairn/specs/federated-pull-sync/spec.md	federation	accepted-implementation-unestablished	molten.federation.announcement_model
cairn/specs/federated-pull-sync/spec.md	federation	accepted-implementation-unestablished	molten.federation.dataspace_status
cairn/specs/federated-pull-sync/spec.md	federation	accepted-implementation-unestablished	molten.federation.loopback_tests
cairn/specs/federated-pull-sync/spec.md	federation	accepted-implementation-unestablished	molten.federation.no_global_consistency
cairn/specs/federated-pull-sync/spec.md	federation	accepted-implementation-unestablished	molten.federation.property_tests
cairn/specs/federated-pull-sync/spec.md	federation	accepted-implementation-unestablished	molten.federation.pull_workflow
cairn/specs/federated-pull-sync/spec.md	federation	accepted-implementation-unestablished	molten.federation.rate_limits
cairn/specs/federated-pull-sync/spec.md	federation	accepted-implementation-unestablished	molten.federation.receipts
cairn/specs/federated-pull-sync/spec.md	federation	accepted-implementation-unestablished	molten.federation.remote_sync_chunk_store
cairn/specs/federated-pull-sync/spec.md	federation	accepted-implementation-unestablished	molten.federation.resource_types
cairn/specs/federated-pull-sync/spec.md	federation	accepted-implementation-unestablished	molten.federation.static_discovery
cairn/specs/federated-pull-sync/spec.md	federation	accepted-implementation-unestablished	molten.federation.verification_layers
cairn/specs/federated-pull-sync/spec.md	iroh_discovery	accepted-implementation-unestablished	molten.iroh_discovery.hint_only_boundary
cairn/specs/federated-pull-sync/spec.md	iroh_discovery	accepted-implementation-unestablished	molten.iroh_discovery.locator_readback
cairn/specs/federated-pull-sync/spec.md	iroh_discovery	accepted-implementation-unestablished	molten.iroh_discovery.locator_records
cairn/specs/federated-pull-sync/spec.md	iroh_discovery	accepted-implementation-unestablished	molten.iroh_discovery.pkarr_optional_locator
cairn/specs/federated-pull-sync/spec.md	peer_subscriber	accepted-implementation-unestablished	molten.peer_subscriber.federation_readonly
cairn/specs/job-dag/spec.md	job_dag	accepted-implementation-unestablished	molten.job_dag.basic_tests
cairn/specs/job-dag/spec.md	job_dag	accepted-implementation-unestablished	molten.job_dag.canonical_hashing
cairn/specs/job-dag/spec.md	job_dag	accepted-implementation-unestablished	molten.job_dag.chaos_profile
cairn/specs/job-dag/spec.md	job_dag	accepted-implementation-unestablished	molten.job_dag.eval_cache_integration
cairn/specs/job-dag/spec.md	job_dag	accepted-implementation-unestablished	molten.job_dag.fusion
cairn/specs/job-dag/spec.md	job_dag	accepted-implementation-unestablished	molten.job_dag.local_executor
cairn/specs/job-dag/spec.md	job_dag	accepted-implementation-unestablished	molten.job_dag.memo_keys
cairn/specs/job-dag/spec.md	job_dag	accepted-implementation-unestablished	molten.job_dag.memo_receipts
cairn/specs/job-dag/spec.md	job_dag	accepted-implementation-unestablished	molten.job_dag.model
cairn/specs/job-dag/spec.md	job_dag	accepted-implementation-unestablished	molten.job_dag.modularity.boundaries
cairn/specs/job-dag/spec.md	job_dag	accepted-implementation-unestablished	molten.job_dag.modularity.execution_trust
cairn/specs/job-dag/spec.md	job_dag	accepted-implementation-unestablished	molten.job_dag.modularity.pure_plans
cairn/specs/job-dag/spec.md	job_dag	accepted-implementation-unestablished	molten.job_dag.modularity.tests
cairn/specs/job-dag/spec.md	job_dag	accepted-implementation-unestablished	molten.job_dag.no_mobile_closures
cairn/specs/job-dag/spec.md	job_dag	accepted-implementation-unestablished	molten.job_dag.planner
cairn/specs/job-dag/spec.md	job_dag	accepted-implementation-unestablished	molten.job_dag.profiling_profile
cairn/specs/job-dag/spec.md	job_dag	accepted-implementation-unestablished	molten.job_dag.property_tests
cairn/specs/job-dag/spec.md	job_dag	accepted-implementation-unestablished	molten.job_dag.remote_admission
cairn/specs/job-dag/spec.md	job_dag	accepted-implementation-unestablished	molten.job_dag.remote_sync
cairn/specs/job-dag/spec.md	job_dag	accepted-implementation-unestablished	molten.job_dag.stage_kinds
cairn/specs/job-dag/spec.md	job_dag_iroh_worker_cli_ux	accepted-implementation-unestablished	molten.job_dag_iroh_worker_cli_ux.cli_tests
cairn/specs/job-dag/spec.md	job_dag_iroh_worker_cli_ux	accepted-implementation-unestablished	molten.job_dag_iroh_worker_cli_ux.docs
cairn/specs/job-dag/spec.md	job_dag_iroh_worker_cli_ux	accepted-implementation-unestablished	molten.job_dag_iroh_worker_cli_ux.ledger_import
cairn/specs/job-dag/spec.md	job_dag_iroh_worker_cli_ux	accepted-implementation-unestablished	molten.job_dag_iroh_worker_cli_ux.local_gossip_run
cairn/specs/job-dag/spec.md	job_dag_iroh_worker_cli_ux	accepted-implementation-unestablished	molten.job_dag_iroh_worker_cli_ux.target_roots
cairn/specs/job-dag/spec.md	job_dag_iroh_worker_cli_ux	accepted-implementation-unestablished	molten.job_dag_iroh_worker_cli_ux.worker_request_cli
cairn/specs/job-dag/spec.md	job_dag_iroh_worker_cli_ux	accepted-implementation-unestablished	molten.job_dag_iroh_worker_cli_ux.worker_summary
cairn/specs/job-dag/spec.md	job_worker_coordination_scheduling_ux	accepted-implementation-unestablished	molten.job_worker_coordination_scheduling_ux.cli_tests
cairn/specs/job-dag/spec.md	job_worker_coordination_scheduling_ux	accepted-implementation-unestablished	molten.job_worker_coordination_scheduling_ux.docs
cairn/specs/job-dag/spec.md	job_worker_coordination_scheduling_ux	accepted-implementation-unestablished	molten.job_worker_coordination_scheduling_ux.lease_gate
cairn/specs/job-dag/spec.md	job_worker_coordination_scheduling_ux	accepted-implementation-unestablished	molten.job_worker_coordination_scheduling_ux.queue_admission
cairn/specs/job-dag/spec.md	job_worker_coordination_scheduling_ux	accepted-implementation-unestablished	molten.job_worker_coordination_scheduling_ux.schedule_receipt
cairn/specs/job-dag/spec.md	job_worker_coordination_scheduling_ux	accepted-implementation-unestablished	molten.job_worker_coordination_scheduling_ux.scheduled_local_run
cairn/specs/job-dag/spec.md	job_worker_coordination_scheduling_ux	accepted-implementation-unestablished	molten.job_worker_coordination_scheduling_ux.status_summary
cairn/specs/local-artifact-catalog/spec.md	local_catalog	accepted-implementation-unestablished	molten.local_catalog.cli_list_view
cairn/specs/local-artifact-catalog/spec.md	local_catalog	accepted-implementation-unestablished	molten.local_catalog.cli_redaction
cairn/specs/local-artifact-catalog/spec.md	local_catalog	accepted-implementation-unestablished	molten.local_catalog.cli_search_graph
cairn/specs/local-artifact-catalog/spec.md	local_catalog	accepted-implementation-unestablished	molten.local_catalog.dependency_views
cairn/specs/local-artifact-catalog/spec.md	local_catalog	accepted-implementation-unestablished	molten.local_catalog.ledger_classifications
cairn/specs/local-artifact-catalog/spec.md	local_catalog	accepted-implementation-unestablished	molten.local_catalog.no_name_identity
cairn/specs/local-artifact-catalog/spec.md	local_catalog	accepted-implementation-unestablished	molten.local_catalog.property_tests
cairn/specs/local-artifact-catalog/spec.md	local_catalog	accepted-implementation-unestablished	molten.local_catalog.query_result_dto
cairn/specs/local-artifact-catalog/spec.md	local_catalog	accepted-implementation-unestablished	molten.local_catalog.query_traces
cairn/specs/local-artifact-catalog/spec.md	local_catalog	accepted-implementation-unestablished	molten.local_catalog.redacted_rendering
cairn/specs/local-artifact-catalog/spec.md	local_catalog	accepted-implementation-unestablished	molten.local_catalog.registry_summaries
cairn/specs/local-artifact-catalog/spec.md	local_catalog	accepted-implementation-unestablished	molten.local_catalog.search_tests
cairn/specs/local-artifact-catalog/spec.md	local_catalog	accepted-implementation-unestablished	molten.local_catalog.semantic_search
cairn/specs/local-artifact-catalog/spec.md	local_catalog	accepted-implementation-unestablished	molten.local_catalog.short_id_dto
cairn/specs/local-artifact-catalog/spec.md	local_catalog	accepted-implementation-unestablished	molten.local_catalog.short_id_resolution
cairn/specs/local-artifact-catalog/spec.md	local_catalog	accepted-implementation-unestablished	molten.local_catalog.short_id_tests
cairn/specs/local-artifact-catalog/spec.md	local_catalog	accepted-implementation-unestablished	molten.local_catalog.subsystem_views
cairn/specs/local-artifact-catalog/spec.md	local_catalog	accepted-implementation-unestablished	molten.local_catalog.summary_dto
cairn/specs/local-artifact-catalog/spec.md	local_catalog	accepted-implementation-unestablished	molten.local_catalog.summary_tests
cairn/specs/local-artifact-catalog/spec.md	local_catalog	accepted-implementation-unestablished	molten.local_catalog.visibility_filter
cairn/specs/local-artifact-catalog/spec.md	local_catalog	accepted-implementation-unestablished	molten.local_catalog.visibility_tests
cairn/specs/local-artifact-registry/spec.md	artifacts	accepted-implementation-unestablished	molten.artifacts.closure_tests
cairn/specs/local-artifact-registry/spec.md	artifacts	accepted-implementation-unestablished	molten.artifacts.dependency_closure
cairn/specs/local-artifact-registry/spec.md	artifacts	accepted-implementation-unestablished	molten.artifacts.docs_transcripts
cairn/specs/local-artifact-registry/spec.md	artifacts	accepted-implementation-unestablished	molten.artifacts.domain_hashing
cairn/specs/local-artifact-registry/spec.md	artifacts	accepted-implementation-unestablished	molten.artifacts.identity_tests
cairn/specs/local-artifact-registry/spec.md	artifacts	accepted-implementation-unestablished	molten.artifacts.installation_admission
cairn/specs/local-artifact-registry/spec.md	artifacts	accepted-implementation-unestablished	molten.artifacts.installation_receipts
cairn/specs/local-artifact-registry/spec.md	artifacts	accepted-implementation-unestablished	molten.artifacts.iroh_payloads
cairn/specs/local-artifact-registry/spec.md	artifacts	accepted-implementation-unestablished	molten.artifacts.name_move_tests
cairn/specs/local-artifact-registry/spec.md	artifacts	accepted-implementation-unestablished	molten.artifacts.names_metadata
cairn/specs/local-artifact-registry/spec.md	artifacts	accepted-implementation-unestablished	molten.artifacts.no_unison_compat
cairn/specs/local-artifact-registry/spec.md	artifacts	accepted-implementation-unestablished	molten.artifacts.property_tests
cairn/specs/local-artifact-registry/spec.md	artifacts	accepted-implementation-unestablished	molten.artifacts.provenance_refs
cairn/specs/local-artifact-registry/spec.md	artifacts	accepted-implementation-unestablished	molten.artifacts.redb_index
cairn/specs/local-artifact-registry/spec.md	artifacts	accepted-implementation-unestablished	molten.artifacts.registry_model
cairn/specs/local-artifact-registry/spec.md	artifacts	accepted-implementation-unestablished	molten.artifacts.semantic_queries
cairn/specs/local-artifact-registry/spec.md	local_artifacts	accepted-implementation-unestablished	molten.local_artifacts.artifact_dto
cairn/specs/local-artifact-registry/spec.md	local_artifacts	accepted-implementation-unestablished	molten.local_artifacts.cleanup_safety_hook
cairn/specs/local-artifact-registry/spec.md	local_artifacts	accepted-implementation-unestablished	molten.local_artifacts.cli_install_view
cairn/specs/local-artifact-registry/spec.md	local_artifacts	accepted-implementation-unestablished	molten.local_artifacts.cli_names_deps_impact
cairn/specs/local-artifact-registry/spec.md	local_artifacts	accepted-implementation-unestablished	molten.local_artifacts.closure_impact_tests
cairn/specs/local-artifact-registry/spec.md	local_artifacts	accepted-implementation-unestablished	molten.local_artifacts.dependency_closure
cairn/specs/local-artifact-registry/spec.md	local_artifacts	accepted-implementation-unestablished	molten.local_artifacts.domain_hashing
cairn/specs/local-artifact-registry/spec.md	local_artifacts	accepted-implementation-unestablished	molten.local_artifacts.identity_tests
cairn/specs/local-artifact-registry/spec.md	local_artifacts	accepted-implementation-unestablished	molten.local_artifacts.index_rebuild
cairn/specs/local-artifact-registry/spec.md	local_artifacts	accepted-implementation-unestablished	molten.local_artifacts.install_receipts
cairn/specs/local-artifact-registry/spec.md	local_artifacts	accepted-implementation-unestablished	molten.local_artifacts.large_payload_refs
cairn/specs/local-artifact-registry/spec.md	local_artifacts	accepted-implementation-unestablished	molten.local_artifacts.name_move_receipts
cairn/specs/local-artifact-registry/spec.md	local_artifacts	accepted-implementation-unestablished	molten.local_artifacts.name_move_tests
cairn/specs/local-artifact-registry/spec.md	local_artifacts	accepted-implementation-unestablished	molten.local_artifacts.name_pointer_dto
cairn/specs/local-artifact-registry/spec.md	local_artifacts	accepted-implementation-unestablished	molten.local_artifacts.no_ucm_compat
cairn/specs/local-artifact-registry/spec.md	local_artifacts	accepted-implementation-unestablished	molten.local_artifacts.property_tests
cairn/specs/local-artifact-registry/spec.md	local_artifacts	accepted-implementation-unestablished	molten.local_artifacts.redb_index
cairn/specs/local-artifact-registry/spec.md	local_artifacts	accepted-implementation-unestablished	molten.local_artifacts.reverse_impact
cairn/specs/local-artifact-registry/spec.md	local_artifacts	accepted-implementation-unestablished	molten.local_artifacts.semantic_indexes
cairn/specs/local-artifact-registry/spec.md	local_artifacts	accepted-implementation-unestablished	molten.local_artifacts.upgrade_impact_hook
cairn/specs/local-catalog-mcp-readonly/spec.md	catalog_mcp	accepted-implementation-unestablished	molten.catalog_mcp.allowlist
cairn/specs/local-catalog-mcp-readonly/spec.md	catalog_mcp	accepted-implementation-unestablished	molten.catalog_mcp.argument_validation
cairn/specs/local-catalog-mcp-readonly/spec.md	catalog_mcp	accepted-implementation-unestablished	molten.catalog_mcp.catalog_core_binding
cairn/specs/local-catalog-mcp-readonly/spec.md	catalog_mcp	accepted-implementation-unestablished	molten.catalog_mcp.cli_call
cairn/specs/local-catalog-mcp-readonly/spec.md	catalog_mcp	accepted-implementation-unestablished	molten.catalog_mcp.denial_tests
cairn/specs/local-catalog-mcp-readonly/spec.md	catalog_mcp	accepted-implementation-unestablished	molten.catalog_mcp.fail_closed_mutation
cairn/specs/local-catalog-mcp-readonly/spec.md	catalog_mcp	accepted-implementation-unestablished	molten.catalog_mcp.hidden_refs
cairn/specs/local-catalog-mcp-readonly/spec.md	catalog_mcp	accepted-implementation-unestablished	molten.catalog_mcp.no_path_identity
cairn/specs/local-catalog-mcp-readonly/spec.md	catalog_mcp	accepted-implementation-unestablished	molten.catalog_mcp.policy_args
cairn/specs/local-catalog-mcp-readonly/spec.md	catalog_mcp	accepted-implementation-unestablished	molten.catalog_mcp.property_tests
cairn/specs/local-catalog-mcp-readonly/spec.md	catalog_mcp	accepted-implementation-unestablished	molten.catalog_mcp.readonly_tests
cairn/specs/local-catalog-mcp-readonly/spec.md	catalog_mcp	accepted-implementation-unestablished	molten.catalog_mcp.receipt_dto
cairn/specs/local-catalog-mcp-readonly/spec.md	catalog_mcp	accepted-implementation-unestablished	molten.catalog_mcp.redacted_default
cairn/specs/local-catalog-mcp-readonly/spec.md	catalog_mcp	accepted-implementation-unestablished	molten.catalog_mcp.request_dto
cairn/specs/local-catalog-mcp-readonly/spec.md	catalog_mcp	accepted-implementation-unestablished	molten.catalog_mcp.response_dto
cairn/specs/local-catalog-mcp-readonly/spec.md	catalog_mcp	accepted-implementation-unestablished	molten.catalog_mcp.short_id_expansion
cairn/specs/local-evaluation-cache/spec.md	local_eval_cache	accepted-implementation-unestablished	molten.local_eval_cache.artifact_closure_cache
cairn/specs/local-evaluation-cache/spec.md	local_eval_cache	accepted-implementation-unestablished	molten.local_eval_cache.cli_put_get
cairn/specs/local-evaluation-cache/spec.md	local_eval_cache	accepted-implementation-unestablished	molten.local_eval_cache.cli_status_invalidate
cairn/specs/local-evaluation-cache/spec.md	local_eval_cache	accepted-implementation-unestablished	molten.local_eval_cache.determinism_tiers
cairn/specs/local-evaluation-cache/spec.md	local_eval_cache	accepted-implementation-unestablished	molten.local_eval_cache.future_wasm_transcript_hooks
cairn/specs/local-evaluation-cache/spec.md	local_eval_cache	accepted-implementation-unestablished	molten.local_eval_cache.hit_miss_tests
cairn/specs/local-evaluation-cache/spec.md	local_eval_cache	accepted-implementation-unestablished	molten.local_eval_cache.index_rebuild
cairn/specs/local-evaluation-cache/spec.md	local_eval_cache	accepted-implementation-unestablished	molten.local_eval_cache.invalidation
cairn/specs/local-evaluation-cache/spec.md	local_eval_cache	accepted-implementation-unestablished	molten.local_eval_cache.key_dto
cairn/specs/local-evaluation-cache/spec.md	local_eval_cache	accepted-implementation-unestablished	molten.local_eval_cache.large_outputs
cairn/specs/local-evaluation-cache/spec.md	local_eval_cache	accepted-implementation-unestablished	molten.local_eval_cache.negative_results
cairn/specs/local-evaluation-cache/spec.md	local_eval_cache	accepted-implementation-unestablished	molten.local_eval_cache.no_name_keys
cairn/specs/local-evaluation-cache/spec.md	local_eval_cache	accepted-implementation-unestablished	molten.local_eval_cache.policy_current_revalidation
cairn/specs/local-evaluation-cache/spec.md	local_eval_cache	accepted-implementation-unestablished	molten.local_eval_cache.policy_trace_negative_tests
cairn/specs/local-evaluation-cache/spec.md	local_eval_cache	accepted-implementation-unestablished	molten.local_eval_cache.property_tests
cairn/specs/local-evaluation-cache/spec.md	local_eval_cache	accepted-implementation-unestablished	molten.local_eval_cache.put_get
cairn/specs/local-evaluation-cache/spec.md	local_eval_cache	accepted-implementation-unestablished	molten.local_eval_cache.receipt_dto
cairn/specs/local-evaluation-cache/spec.md	local_eval_cache	accepted-implementation-unestablished	molten.local_eval_cache.redb_index
cairn/specs/local-evaluation-cache/spec.md	local_eval_cache	accepted-implementation-unestablished	molten.local_eval_cache.rkyv_admission
cairn/specs/local-evaluation-cache/spec.md	local_eval_cache	accepted-implementation-unestablished	molten.local_eval_cache.rkyv_identity_boundary
cairn/specs/local-evaluation-cache/spec.md	local_eval_cache	accepted-implementation-unestablished	molten.local_eval_cache.rkyv_manifest
cairn/specs/local-evaluation-cache/spec.md	local_eval_cache	accepted-implementation-unestablished	molten.local_eval_cache.rkyv_negative_tests
cairn/specs/local-evaluation-cache/spec.md	local_eval_cache	accepted-implementation-unestablished	molten.local_eval_cache.rkyv_preserves_source_of_truth
cairn/specs/local-evaluation-cache/spec.md	local_eval_cache	accepted-implementation-unestablished	molten.local_eval_cache.rkyv_validation
cairn/specs/local-evaluation-cache/spec.md	local_eval_cache	accepted-implementation-unestablished	molten.local_eval_cache.schema_compat_cache
cairn/specs/local-evaluation-cache/spec.md	local_eval_cache	accepted-implementation-unestablished	molten.local_eval_cache.schema_fingerprint_cache
cairn/specs/local-evaluation-cache/spec.md	local_eval_cache	accepted-implementation-unestablished	molten.local_eval_cache.value_dto
cairn/specs/local-executable-transcripts/spec.md	local_transcripts	accepted-implementation-unestablished	molten.local_transcripts.artifact_dto
cairn/specs/local-executable-transcripts/spec.md	local_transcripts	accepted-implementation-unestablished	molten.local_transcripts.cache_hit_admission
cairn/specs/local-executable-transcripts/spec.md	local_transcripts	accepted-implementation-unestablished	molten.local_transcripts.cache_invalidation_hooks
cairn/specs/local-executable-transcripts/spec.md	local_transcripts	accepted-implementation-unestablished	molten.local_transcripts.cache_key
cairn/specs/local-executable-transcripts/spec.md	local_transcripts	accepted-implementation-unestablished	molten.local_transcripts.cache_receipts
cairn/specs/local-executable-transcripts/spec.md	local_transcripts	accepted-implementation-unestablished	molten.local_transcripts.cache_tests
cairn/specs/local-executable-transcripts/spec.md	local_transcripts	accepted-implementation-unestablished	molten.local_transcripts.canonical_source_identity
cairn/specs/local-executable-transcripts/spec.md	local_transcripts	accepted-implementation-unestablished	molten.local_transcripts.cli_failures
cairn/specs/local-executable-transcripts/spec.md	local_transcripts	accepted-implementation-unestablished	molten.local_transcripts.cli_no_path_identity
cairn/specs/local-executable-transcripts/spec.md	local_transcripts	accepted-implementation-unestablished	molten.local_transcripts.cli_parse_run
cairn/specs/local-executable-transcripts/spec.md	local_transcripts	accepted-implementation-unestablished	molten.local_transcripts.cli_show_render
cairn/specs/local-executable-transcripts/spec.md	local_transcripts	accepted-implementation-unestablished	molten.local_transcripts.effect_admission
cairn/specs/local-executable-transcripts/spec.md	local_transcripts	accepted-implementation-unestablished	molten.local_transcripts.expectation_engine
cairn/specs/local-executable-transcripts/spec.md	local_transcripts	accepted-implementation-unestablished	molten.local_transcripts.expected_error_tests
cairn/specs/local-executable-transcripts/spec.md	local_transcripts	accepted-implementation-unestablished	molten.local_transcripts.fresh_runner
cairn/specs/local-executable-transcripts/spec.md	local_transcripts	accepted-implementation-unestablished	molten.local_transcripts.hidden_evidence
cairn/specs/local-executable-transcripts/spec.md	local_transcripts	accepted-implementation-unestablished	molten.local_transcripts.ledger_classification
cairn/specs/local-executable-transcripts/spec.md	local_transcripts	accepted-implementation-unestablished	molten.local_transcripts.markdown_parser
cairn/specs/local-executable-transcripts/spec.md	local_transcripts	accepted-implementation-unestablished	molten.local_transcripts.modifier_dto
cairn/specs/local-executable-transcripts/spec.md	local_transcripts	accepted-implementation-unestablished	molten.local_transcripts.no_ucm_compat
cairn/specs/local-executable-transcripts/spec.md	local_transcripts	accepted-implementation-unestablished	molten.local_transcripts.parse_tests
cairn/specs/local-executable-transcripts/spec.md	local_transcripts	accepted-implementation-unestablished	molten.local_transcripts.parser_errors
cairn/specs/local-executable-transcripts/spec.md	local_transcripts	accepted-implementation-unestablished	molten.local_transcripts.property_tests
cairn/specs/local-executable-transcripts/spec.md	local_transcripts	accepted-implementation-unestablished	molten.local_transcripts.render_docs
cairn/specs/local-executable-transcripts/spec.md	local_transcripts	accepted-implementation-unestablished	molten.local_transcripts.render_tests
cairn/specs/local-executable-transcripts/spec.md	local_transcripts	accepted-implementation-unestablished	molten.local_transcripts.restricted_cli_dispatch
cairn/specs/local-executable-transcripts/spec.md	local_transcripts	accepted-implementation-unestablished	molten.local_transcripts.run_receipt_dto
cairn/specs/local-executable-transcripts/spec.md	local_transcripts	accepted-implementation-unestablished	molten.local_transcripts.runner_tests
cairn/specs/local-executable-transcripts/spec.md	local_transcripts	accepted-implementation-unestablished	molten.local_transcripts.saved_state
cairn/specs/local-executable-transcripts/spec.md	local_transcripts	accepted-implementation-unestablished	molten.local_transcripts.stanza_dto
cairn/specs/local-executable-transcripts/spec.md	transcripts	accepted-implementation-unestablished	molten.transcripts.artifact_model
cairn/specs/local-executable-transcripts/spec.md	transcripts	accepted-implementation-unestablished	molten.transcripts.basic_tests
cairn/specs/local-executable-transcripts/spec.md	transcripts	accepted-implementation-unestablished	molten.transcripts.canonical_expectations
cairn/specs/local-executable-transcripts/spec.md	transcripts	accepted-implementation-unestablished	molten.transcripts.canonical_receipt_oracles
cairn/specs/local-executable-transcripts/spec.md	transcripts	accepted-implementation-unestablished	molten.transcripts.diagnostic_output_non_normative
cairn/specs/local-executable-transcripts/spec.md	transcripts	accepted-implementation-unestablished	molten.transcripts.docs_render
cairn/specs/local-executable-transcripts/spec.md	transcripts	accepted-implementation-unestablished	molten.transcripts.effect_admission
cairn/specs/local-executable-transcripts/spec.md	transcripts	accepted-implementation-unestablished	molten.transcripts.eval_cache
cairn/specs/local-executable-transcripts/spec.md	transcripts	accepted-implementation-unestablished	molten.transcripts.exact_artifact_ref_expectations
cairn/specs/local-executable-transcripts/spec.md	transcripts	accepted-implementation-unestablished	molten.transcripts.expected_error_tests
cairn/specs/local-executable-transcripts/spec.md	transcripts	accepted-implementation-unestablished	molten.transcripts.fresh_runner
cairn/specs/local-executable-transcripts/spec.md	transcripts	accepted-implementation-unestablished	molten.transcripts.handler_profile_seed_binding
cairn/specs/local-executable-transcripts/spec.md	transcripts	accepted-implementation-unestablished	molten.transcripts.modifiers
cairn/specs/local-executable-transcripts/spec.md	transcripts	accepted-implementation-unestablished	molten.transcripts.no_ucm_compat
cairn/specs/local-executable-transcripts/spec.md	transcripts	accepted-implementation-unestablished	molten.transcripts.property_tests
cairn/specs/local-executable-transcripts/spec.md	transcripts	accepted-implementation-unestablished	molten.transcripts.receipt_transcript_validation
cairn/specs/local-executable-transcripts/spec.md	transcripts	accepted-implementation-unestablished	molten.transcripts.rendered_output
cairn/specs/local-executable-transcripts/spec.md	transcripts	accepted-implementation-unestablished	molten.transcripts.reproducibility_tests
cairn/specs/local-executable-transcripts/spec.md	transcripts	accepted-implementation-unestablished	molten.transcripts.run_receipts
cairn/specs/local-executable-transcripts/spec.md	transcripts	accepted-implementation-unestablished	molten.transcripts.saved_state
cairn/specs/local-executable-transcripts/spec.md	transcripts	accepted-implementation-unestablished	molten.transcripts.stanza_kinds
cairn/specs/local-schema-identity/spec.md	local_schema_identity	accepted-implementation-unestablished	molten.local_schema_identity.alias_dto
cairn/specs/local-schema-identity/spec.md	local_schema_identity	accepted-implementation-unestablished	molten.local_schema_identity.cli_alias_compat
cairn/specs/local-schema-identity/spec.md	local_schema_identity	accepted-implementation-unestablished	molten.local_schema_identity.cli_identity
cairn/specs/local-schema-identity/spec.md	local_schema_identity	accepted-implementation-unestablished	molten.local_schema_identity.cli_search
cairn/specs/local-schema-identity/spec.md	local_schema_identity	accepted-implementation-unestablished	molten.local_schema_identity.compatibility_dto
cairn/specs/local-schema-identity/spec.md	local_schema_identity	accepted-implementation-unestablished	molten.local_schema_identity.compatibility_rules
cairn/specs/local-schema-identity/spec.md	local_schema_identity	accepted-implementation-unestablished	molten.local_schema_identity.identity_dto
cairn/specs/local-schema-identity/spec.md	local_schema_identity	accepted-implementation-unestablished	molten.local_schema_identity.ledger_classification
cairn/specs/local-schema-identity/spec.md	local_schema_identity	accepted-implementation-unestablished	molten.local_schema_identity.no_unison_typechecker
cairn/specs/local-schema-identity/spec.md	local_schema_identity	accepted-implementation-unestablished	molten.local_schema_identity.property_tests
cairn/specs/local-schema-identity/spec.md	local_schema_identity	accepted-implementation-unestablished	molten.local_schema_identity.receipts
cairn/specs/local-schema-identity/spec.md	local_schema_identity	accepted-implementation-unestablished	molten.local_schema_identity.registry_indexes
cairn/specs/local-schema-identity/spec.md	local_schema_identity	accepted-implementation-unestablished	molten.local_schema_identity.registry_queries
cairn/specs/local-schema-identity/spec.md	local_schema_identity	accepted-implementation-unestablished	molten.local_schema_identity.shape_normalization
cairn/specs/local-schema-identity/spec.md	local_schema_identity	accepted-implementation-unestablished	molten.local_schema_identity.storage_loads
